Y1996,6,18500000,9319033,19852,59423.208
Y1996,7,23979116,10986673,21826,29593.028
Y1996,8,23702000,10936000,21673,18271.685
Y1996,9,18921683,2594418,72932,81426.337
Y1996,10,16907400,8376500,20184,125938.339
Y1997,1,123290085,30057020,41019,1287308.516
Y1997,2,67536000,25414000,26574,272136.551
Y1997,3,69350200,25887100,26789,997405.318
Y1997,4,33862198,5108308,66288,58763.395
Y1997,5,24299400,11416000,21285,29903.15
Y1997,6,18650000,9244655,20174,60372.499
Y1997,7,19541051,10497027,18616,29997.105
Y1997,8,19224000,10441000,18412,18467.588
Y1997,9,19826755,2719643,72902,81499.866
Y1997,10,16650500,8109100,20533,129086.987
Y1998,1,109726066,29775167,36852,1295920.548
Y1998,2,69327000,23878000,69327000,275542.603
Y1998,3,66345000,26696100,66345000,1015974.042
Y1998,4,39801138,5232624,39801138,59034.921
Y1998,5,24082300,10679700,24082300,30178.134
Y1998,6,21000000,9306675,21000000,61329.59
Y1998,7,22410179,11591640,22410179,30401.381
Y1998,8,22108000,11543000,22108000,18665.045
Y1998,9,20187491,2802455,20187491,81499.232
Y1998,10,18694000,8354600,18694000,132253.264
Y1999,1,113880088,28855019,39466,1304116.44
Y1999,2,62567284,21781000,62567284,278862.277
Y1999,3,71287504,27523300,71287504,1034539.214
Y1999,4,36950991,5104076,36950991,59316.107
Y1999,5,26959900,10380800,26959900,30453.884
Y1999,6,18000000,9273996,18000000,62287.326
Y1999,7,25077007,12390801,25077007,30810.664
Y1999,8,24757000,12338000,24757000,18864.112
Y1999,9,19615366,2601122,19615366,81481.612
Y1999,10,17857600,8229900,17857600,135405.584
Y2000,1,99636127,26653326,37382,1312130.838
Y2000,2,60639376,21474064,60639376,281982.778
Y2000,3,76368896,27486000,76368896,1053050.912
Y2000,4,37355957,5248436,37355957,59608.201
Y2000,5,26535500,10854800,26535500,30735.773
Y2000,6,21000000,9159036,21000000,63240.121
Y2000,7,22434000,12193505,22434000,31229.422
Y2000,8,22108000,12141000,22108000,19065.837
Y2000,9,21621548,2968940,21621548,81487.757
Y2000,10,21078600,8463000,21078600,138523.285
Y2001,1,93873234,24664068,38061,1320083.318
Y2001,2,52999932,19616538,52999932,284852.391
Y2001,3,69680896,25730600,69680896,1071477.855
Y2001,4,31545319,4767362,31545319,59911.252
Y2001,5,20630200,10605500,20630200,31024.732
Y2001,6,19000000,9149844,19000000,64191.474
Y2001,7,22472115,12190409,22472115,31656.849
Y2001,8,22108078,12141389,22108078,19268.533
Y2001,9,22837837,2897202,22837837,81535.848
Y2001,10,19023700,8180800,19023700,141601.437
Y2002,1,90290262,23908072,37766,1327998.301
Y2002,2,43703968,18544516,43703968,287506.847
Y2002,3,72766304,26344700,72766304,1089807.112
Y2002,4,38936515,5229556,38936515,60225.076
Y2002,5,15961300,8710500,15961300,31320.889
Y2002,6,19500000,9282910,19500000,65143.054
Y2002,7,24600834,11571347,24600834,32094.472
Y2002,8,24299335,11529155,24299335,19475.191
Y2002,9,20817740,3014620,20817740,81611.868
Y2002,10,18226500,8057500,18226500,144654.143
Y2003,1,86488264,21997075,39318,1335892.967
Y2003,2,63803256,21474070,63803256,290027.624
Y2003,3,65760800,25195700,65760800,1108027.848
Y2003,4,30479362,4876697,30479362,60550.097
Y2003,5,23048600,10214500,23048600,31627.806
Y2003,6,19000000,9053398,19000000,66085.803
Y2003,7,10450859,11212890,10450859,32551.66
Y2003,8,10131924,11170280,10131924,19696.972
Y2003,9,19259811,2963731,19259811,81686.495
Y2003,10,19183300,8033900,19183300,147703.401
Y2004,1,91952238,21626074,42519,1343743.902
